 "subject" , "catalog" , "count" ,
 "COMP" , "371" , "11" ,
 "COMP" , "376" , "9" ,
 "COMP" , "425" , "11" ,
 "COMP" , "426" , "7" ,
 "COMP" , "427" , "5" ,
 "COMP" , "428" , "16" ,
 "COMP" , "432" , "10" ,
 "COMP" , "442" , "10" ,
 "COMP" , "445" , "14" ,
 "COMP" , "465" , "12" ,
 "COMP" , "472" , "9" ,
 "COMP" , "473" , "3" ,
 "COMP" , "474" , "7" ,
 "COMP" , "476" , "10" ,
 "COMP" , "477" , "7" ,
 "COMP" , "478" , "15" ,
 "COMP" , "479" , "11" ,
 "COMP" , "490" , "7" ,
 "COMP" , "492" , "4" ,
 "COMP" , "495" , "7" ,
 "COMP" , "498" , "3" ,
 "COMP" , "499" , "11" ,
 "COMP" , "690" , "8" ,
 "COMP" , "691" , "13" ,
 "COMP" , "729" , "3" ,
 "COMP" , "739" , "2" ,
 "COMP" , "749" , "6" ,
 "COMP" , "759" , "5" ,
 "COMP" , "769" , "1" ,
 "COMP" , "779" , "4" ,
 "COMP" , "790" , "4" ,
 "COMP" , "791" , "4" ,
 "COMP" , "792" , "6" ,
 "COMP" , "890" , "6" ,
 "COMP" , "5201" , "14" ,
 "COMP" , "5261" , "7" ,
 "COMP" , "5361" , "16" ,
 "COMP" , "5421" , "10" ,
 "COMP" , "5461" , "5" ,
 "COMP" , "5481" , "12" ,
 "COMP" , "5511" , "9" ,
 "COMP" , "5531" , "6" ,
 "COMP" , "5541" , "8" ,
 "COMP" , "5611" , "11" ,
 "COMP" , "6231" , "11" ,
 "COMP" , "6281" , "11" ,
 "COMP" , "6311" , "7" ,
 "COMP" , "6321" , "11" ,
 "COMP" , "6331" , "11" ,
 "COMP" , "6341" , "10" ,
 "COMP" , "6351" , "10" ,
 "COMP" , "6361" , "3" ,
 "COMP" , "6381" , "8" ,
 "COMP" , "6411" , "4" ,
 "COMP" , "6421" , "8" ,
 "COMP" , "6461" , "10" ,
 "COMP" , "6481" , "13" ,
 "COMP" , "6521" , "5" ,
 "COMP" , "6531" , "15" ,
 "COMP" , "6591" , "7" ,
 "COMP" , "6611" , "4" ,
 "COMP" , "6631" , "2" ,
 "COMP" , "6641" , "4" ,
 "COMP" , "6651" , "4" ,
 "COMP" , "6661" , "3" ,
 "COMP" , "6721" , "9" ,
 "COMP" , "6731" , "9" ,
 "COMP" , "6741" , "5" ,
 "COMP" , "6751" , "3" ,
 "COMP" , "6761" , "15" ,
 "COMP" , "6771" , "12" ,
 "COMP" , "6781" , "5" ,
 "COMP" , "6791" , "8" ,
 "COMP" , "6811" , "10" ,
 "COMP" , "6821" , "8" ,
 "COMP" , "6961" , "1" ,
 "COMP" , "6971" , "13" ,
 "COMP" , "7241" , "7" ,
 "COMP" , "7531" , "9" ,
 "COMP" , "7651" , "6" ,
 "COMP" , "7781" , "4" ,
 "COMP" , "7921" , "3" ,
 "COMP" , "7941" , "3" ,
 "COMP" , "8901" , "8" ,
 "COMS" , "205" , "7" ,
 "COMS" , "210" , "22" ,
 "COMS" , "220" , "16" ,
 "COMS" , "225" , "9" ,
 "COMS" , "240" , "14" ,
 "COMS" , "274" , "8" ,
 "COMS" , "276" , "13" ,
 "COMS" , "284" , "4" ,
 "COMS" , "298" , "2" ,
 "COMS" , "300" , "6" ,
 "COMS" , "301" , "3" ,
 "COMS" , "302" , "7" ,
 "COMS" , "303" , "8" ,
 "COMS" , "304" , "7" ,
 "COMS" , "305" , "3" ,
 "COMS" , "307" , "2" ,
 "COMS" , "308" , "4" ,
 "COMS" , "309" , "5" ,
 "COMS" , "310" , "9" ,
 "COMS" , "319" , "3" ,
 "COMS" , "324" , "8" ,
 "COMS" , "325" , "4" ,
 "COMS" , "333" , "6" ,
 "COMS" , "352" , "3" ,
 "COMS" , "354" , "3" ,
 "COMS" , "357" , "4" ,
 "COMS" , "360" , "12" ,
 "COMS" , "361" , "9" ,
 "COMS" , "365" , "1" ,
 "COMS" , "367" , "4" ,
 "COMS" , "368" , "10" ,
 "COMS" , "369" , "4" ,
 "COMS" , "370" , "6" ,
 "COMS" , "371" , "5" ,
 "COMS" , "372" , "4" ,
 "COMS" , "373" , "5" ,
 "COMS" , "374" , "9" ,
 "COMS" , "376" , "9" ,
 "COMS" , "383" , "10" ,
 "COMS" , "384" , "14" ,
 "COMS" , "385" , "13" ,
 "COMS" , "394" , "3" ,
 "COMS" , "395" , "5" ,
 "COMS" , "398" , "2" ,
 "COMS" , "399" , "10" ,
 "COMS" , "407" , "3" ,
 "COMS" , "410" , "4" ,
 "COMS" , "411" , "6" ,
 "COMS" , "412" , "2" ,
 "COMS" , "413" , "2" ,
 "COMS" , "414" , "4" ,
 "COMS" , "415" , "3" ,
 "COMS" , "416" , "7" ,
 "COMS" , "418" , "5" ,
 "COMS" , "419" , "4" ,
 "COMS" , "420" , "6" ,
 "COMS" , "421" , "2" ,
 "COMS" , "422" , "8" ,
 "COMS" , "423" , "6" ,
 "COMS" , "424" , "6" ,
 "COMS" , "425" , "4" ,
 "COMS" , "426" , "8" ,
 "COMS" , "427" , "4" ,
 "COMS" , "434" , "3" ,
 "COMS" , "435" , "2" ,
 "COMS" , "440" , "6" ,
 "COMS" , "441" , "5" ,
 "COMS" , "442" , "2" ,
 "COMS" , "443" , "7" ,
 "COMS" , "447" , "8" ,
 "COMS" , "448" , "10" ,
 "COMS" , "449" , "3" ,
 "COMS" , "450" , "5" ,
 "COMS" , "455" , "5" ,
 "COMS" , "456" , "7" ,
 "COMS" , "460" , "4" ,
 "COMS" , "461" , "6" ,
 "COMS" , "462" , "7" ,
 "COMS" , "463" , "7" ,
 "COMS" , "464" , "5" ,
 "COMS" , "465" , "16" ,
 "COMS" , "472" , "5" ,
 "COMS" , "473" , "2" ,
 "COMS" , "474" , "17" ,
 "COMS" , "475" , "21" ,
 "COMS" , "476" , "7" ,
 "COMS" , "477" , "13" ,
 "COMS" , "483" , "13" ,
 "COMS" , "484" , "21" ,
 "COMS" , "485" , "11" ,
 "COMS" , "491" , "11" ,
 "COMS" , "493" , "9" ,
 "COMS" , "496" , "2" ,
 "COMS" , "497" , "3" ,
 "COMS" , "498" , "4" ,
 "COMS" , "499" , "7" ,
 "COMS" , "505" , "10" ,
 "COMS" , "506" , "3" ,
 "COMS" , "507" , "7" ,
 "COMS" , "510" , "5" ,
 "COMS" , "511" , "5" ,
 "COMS" , "512" , "2" ,
 "COMS" , "513" , "2" ,
 "COMS" , "514" , "4" ,
 "COMS" , "516" , "8" ,
 "COMS" , "518" , "2" ,
 "COMS" , "519" , "4" ,
 "COMS" , "521" , "5" ,
 "COMS" , "522" , "6" ,
 "COMS" , "523" , "4" ,
 "COMS" , "524" , "2" ,
 "COMS" , "530" , "10" ,
 "COMS" , "532" , "8" ,
 "COMS" , "533" , "8" ,
 "COMS" , "534" , "5" ,
 "COMS" , "537" , "10" ,
 "COMS" , "538" , "3" ,
 "COMS" , "539" , "7" ,
 "COMS" , "540" , "6" ,
 "COMS" , "541" , "2" ,
 "COMS" , "542" , "4" ,
 "COMS" , "543" , "7" ,
 "COMS" , "544" , "7" ,
 "COMS" , "545" , "10" ,
 "COMS" , "546" , "7" ,
 "COMS" , "547" , "2" ,
 "COMS" , "548" , "9" ,
 "COMS" , "560" , "8" ,
 "COMS" , "561" , "3" ,
 "COMS" , "562" , "12" ,
 "COMS" , "569" , "14" ,
 "COMS" , "570" , "7" ,
 "COMS" , "580" , "6" ,
 "COMS" , "583" , "6" ,
 "COMS" , "583A" , "11" ,
 "COMS" , "585" , "7" ,
 "COMS" , "586" , "5" ,
 "COMS" , "598" , "5" ,
 "COMS" , "600" , "4" ,
 "COMS" , "605" , "4" ,
 "COMS" , "606" , "1" ,
 "COMS" , "608" , "3" ,
 "COMS" , "610" , "4" ,
 "COMS" , "614" , "6" ,
 "COMS" , "627" , "5" ,
 "COMS" , "630" , "5" ,
 "COMS" , "632" , "4" ,
 "COMS" , "640" , "4" ,
 "COMS" , "642" , "11" ,
 "COMS" , "644" , "6" ,
 "COMS" , "646" , "6" ,
 "COMS" , "652" , "11" ,
 "COMS" , "660" , "6" ,
 "COMS" , "662" , "5" ,
 "COMS" , "670" , "5" ,
 "COMS" , "672" , "4" ,
 "COMS" , "680" , "5" ,
 "COMS" , "684" , "7" ,
 "COMS" , "694" , "6" ,
 "COMS" , "695" , "6" ,
 "COMS" , "695A" , "5" ,
 "COMS" , "695B" , "6" ,
 "COMS" , "696" , "7" ,
 "COMS" , "697" , "3" ,
 "COMS" , "698" , "3" ,
 "COMS" , "800" , "13" ,
 "COMS" , "805" , "2" ,
 "COMS" , "805A" , "3" ,
 "COMS" , "805B" , "5" ,
 "COMS" , "805C" , "4" ,
 "COMS" , "808" , "6" ,
 "COMS" , "809" , "2" ,
 "COMS" , "815" , "5" ,
 "COMS" , "822" , "7" ,
 "COMS" , "823" , "1" ,
 "COMS" , "828" , "3" ,
 "COMS" , "829" , "5" ,
 "COMS" , "830" , "2" ,
 "COMS" , "830A" , "11" ,
 "COMS" , "830B" , "6" ,
 "COMS" , "835" , "4" ,
 "COMS" , "841" , "3" ,
 "COMS" , "843" , "5" ,
 "COMS" , "853" , "4" ,
 "COMS" , "854" , "6" ,
 "COMS" , "861" , "4" ,
 "COMS" , "873" , "6" ,
 "COMS" , "874" , "4" ,
 "COMS" , "876" , "3" ,
 "COMS" , "877" , "4" ,
 "COMS" , "878" , "1" ,
 "COMS" , "879" , "6" ,
 "COMS" , "880" , "8" ,
 "COMS" , "882" , "3" ,
 "COMS" , "883" , "5" ,
 "COMS" , "884" , "5" ,
 "COMS" , "885" , "6" ,
 "COMS" , "886" , "9" ,
 "COMS" , "887" , "7" ,
 "COMS" , "888" , "7" ,
 "COMS" , "889" , "2" ,
 "COMS" , "890" , "4" ,
 "COMS" , "891" , "6" ,
 "COMS" , "893" , "3" ,
 "COMS" , "895A" , "6" ,
 "COMS" , "895B" , "5" ,
 "COMS" , "896" , "3" ,
 "COMZ" , "360" , "12" ,
 "CPTP" , "598" , "3" ,
 "CWTA" , "101" , "3" ,
 "CWTA" , "201" , "3" ,
 "CWTA" , "301" , "4" ,
 "CWTA" , "401" , "3" ,
 "CWTB" , "101" , "4" ,
 "CWTB" , "201" , "4" ,
 "CWTB" , "301" , "6" ,
 "CWTB" , "401" , "4" ,
 "CWTC" , "101" , "6" ,
 "CWTC" , "201" , "8" ,
 "CWTC" , "301" , "7" ,
 "CWTC" , "401" , "5" ,
 "CWTE" , "101" , "5" ,
 "CWTE" , "201" , "5" ,
 "CWTE" , "301" , "2" ,
 "CWTE" , "401" , "3" ,
 "CWTF" , "101" , "5" ,
 "CWTF" , "201" , "9" ,
 "CWTF" , "301" , "3" ,
 "CWTF" , "401" , "8" ,
 "CWTG" , "101" , "6" ,
 "CWTG" , "201" , "4" ,
 "CWTG" , "301" , "9" ,
 "CWTG" , "401" , "10" ,
 "CWTM" , "101" , "7" ,
 "CWTM" , "201" , "7" ,
 "CWTM" , "301" , "7" ,
 "CWTM" , "401" , "5" ,
 "CWTS" , "101" , "7" ,
 "CWTS" , "201" , "4" ,
 "CWTS" , "301" , "2" ,
 "CWTS" , "401" , "6" ,
 "DANC" , "201" , "8" ,
 "DANC" , "205" , "6" ,
 "DANC" , "211" , "3" ,
 "DANC" , "250" , "6" ,
 "DANC" , "260" , "1" ,
 "DANC" , "261" , "4" ,
 "DANC" , "301" , "8" ,
 "DANC" , "305" , "4" ,
 "DANC" , "320" , "2" ,
 "DANC" , "331" , "6" ,
 "DANC" , "332" , "6" ,
 "DANC" , "350" , "4" ,
 "DANC" , "398" , "1" ,
 "DANC" , "401" , "8" ,
 "DANC" , "405" , "2" ,
 "DANC" , "420" , "9" ,
 "DANC" , "441" , "5" ,
 "DANC" , "442" , "7" ,
 "DANC" , "450" , "2" ,
 "DANC" , "499" , "6" ,
 "DART" , "221" , "6" ,
 "DART" , "261" , "4" ,
 "DART" , "262" , "18" ,
 "DART" , "263" , "14" ,
 "DART" , "280" , "7" ,
 "DART" , "291" , "6" ,
 "DART" , "292" , "5" ,
 "DART" , "298" , "4" ,
 "DART" , "331" , "7" ,
 "DART" , "332" , "6" ,
 "DART" , "335" , "4" ,
 "DART" , "339" , "3" ,
 "DART" , "349" , "5" ,
 "DART" , "380" , "6" ,
 "DART" , "381" , "5" ,
 "DART" , "391" , "11" ,
 "DART" , "392" , "4" ,
 "DART" , "398" , "11" ,
 "DART" , "398H" , "5" ,
 "DART" , "440" , "7" ,
 "DART" , "441" , "7" ,
 "DART" , "442" , "6" ,
 "DART" , "444" , "7" ,
 "DART" , "446" , "4" ,
 "DART" , "447" , "6" ,
 "DART" , "448" , "5" ,
 "DART" , "449" , "3" ,
 "DART" , "450" , "6" ,
 "DART" , "452" , "4" ,
 "DART" , "453" , "12" ,
 "DART" , "455" , "7" ,
 "DART" , "456" , "8" ,
 "DART" , "461" , "9" ,
 "DART" , "462" , "4" ,
 "DART" , "463" , "6" ,
 "DART" , "471" , "4" ,
 "DART" , "472" , "3" ,
 "DART" , "491" , "2" ,
 "DART" , "492" , "5" ,
 "DART" , "493" , "3" ,
 "DART" , "498" , "10" ,
 "DART" , "499" , "2" ,
 "DART" , "500" , "6" ,
 "DART" , "502" , "5" ,
 "DART" , "503" , "1" ,
 "DART" , "504" , "6" ,
 "DART" , "510" , "6" ,
 "DART" , "600" , "4" ,
 "DART" , "601" , "5" ,
 "DART" , "610" , "4" ,
 "DART" , "611" , "7" ,
 "DART" , "620" , "9" ,
 "DART" , "630" , "1" ,
 "DART" , "631" , "4" ,
 "DART" , "632" , "2" ,
 "DART" , "633" , "5" ,
 "DART" , "634" , "7" ,
 "DART" , "635" , "9" ,
 "DART" , "651" , "8" ,
 "DART" , "652" , "5" ,
 "DART" , "671" , "1" ,
 "DART" , "672" , "2" ,
 "DART" , "690" , "8" ,
 "DESC" , "490" , "5" ,
 "DESC" , "511" , "7" ,
 "DESC" , "595" , "2" ,
 "DESC" , "660" , "6" ,
 "DESC" , "677" , "8" ,
 "DESC" , "695" , "2" ,
 "DESI" , "410" , "2" ,
 "DFAR" , "355" , "4" ,
 "DFAR" , "398" , "6" ,
 "DFAR" , "454" , "7" ,
 "DFAR" , "460" , "1" ,
 "DFAR" , "498" , "4" ,
 "DFTT" , "209" , "4" ,
 "DFTT" , "210" , "6" ,
 "DFTT" , "211" , "3" ,
 "DFTT" , "298" , "2" ,
 "DFTT" , "301" , "14" ,
 "DFTT" , "305" , "4" ,
 "DFTT" , "311" , "12" ,
 "DFTT" , "315" , "8" ,
 "DFTT" , "321" , "6" ,
 "DFTT" , "325" , "5" ,
 "DFTT" , "326" , "2" ,
 "DFTT" , "331" , "9" ,
 "DFTT" , "335" , "7" ,
 "DFTT" , "336" , "6" ,
 "DFTT" , "337" , "12" ,
 "DFTT" , "341" , "5" ,
 "DFTT" , "345" , "11" ,
 "DFTT" , "350" , "6" ,
 "DFTT" , "351" , "2" ,
 "DFTT" , "370" , "2" ,
 "DFTT" , "371" , "5" ,
 "DFTT" , "398" , "3" ,
 "DFTT" , "401" , "8" ,
 "DFTT" , "402" , "4" ,
 "DFTT" , "405" , "5" ,
 "DFTT" , "408" , "6" ,
 "DFTT" , "409" , "5" ,
 "DFTT" , "450" , "8" ,
 "DFTT" , "451" , "4" ,
 "DFTT" , "470" , "5" ,
 "DFTT" , "471" , "2" ,
 "DFTT" , "498" , "7" ,
 "DINE" , "421" , "2" ,
 "DINE" , "422" , "7" ,
 "DINE" , "498" , "5" ,
 "DISP" , "615" , "4" ,
 "DRAW" , "200" , "3" ,
 "DRAW" , "300" , "9" ,
 "DRAW" , "310" , "7" ,
 "DRAW" , "312" , "6" ,
 "DRAW" , "314" , "7" ,
 "DRAW" , "398" , "5" ,
 "DRAW" , "399" , "1" ,
 "DRAW" , "400" , "3" ,
 "DRAW" , "410" , "5" ,
 "DRAW" , "412" , "8" ,
 "DRAW" , "414" , "3" ,
 "DRAW" , "450" , "5" ,
 "DRAW" , "470" , "2" ,
 "DRAW" , "471" , "3" ,
 "DRAW" , "472" , "6" ,
 "DRAW" , "498" , "1" ,
 "DRAW" , "499" , "4" ,
 "DTHY" , "301" , "4" ,
 "DTHY" , "600" , "6" ,
 "DTHY" , "603" , "9" ,
 "DTHY" , "604" , "2" ,
 "DTHY" , "613" , "5" ,
 "DTHY" , "614" , "4" ,
 "DTHY" , "623" , "4" ,
 "DTHY" , "624" , "4" ,
 "DTHY" , "643" , "9" ,
 "DTHY" , "644" , "7" ,
 "DTHY" , "645" , "2" ,
 "DTHY" , "693" , "6" ,
 "EAMT" , "298" , "5" ,
 "EAMT" , "398" , "4" ,
 "EAMT" , "399" , "3" ,
 "EAMT" , "498" , "8" ,
 "EAST" , "203" , "12" ,
 "EAST" , "205" , "14" ,
 "EAST" , "211" , "7" ,
 "EAST" , "231" , "4" ,
 "EAST" , "251" , "4" ,
 "EAST" , "252" , "5" ,
 "EAST" , "300" , "4" ,
 "EAST" , "305" , "6" ,
 "EAST" , "310" , "3" ,
 "EAST" , "331" , "7" ,
 "EAST" , "351" , "5" ,
 "EAST" , "352" , "2" ,
 "EAST" , "361" , "3" ,
 "EAST" , "362" , "7" ,
 "EAST" , "363" , "8" ,
 "EAST" , "365" , "6" ,
 "EAST" , "398" , "2" ,
 "EAST" , "399" , "5" ,
 "EAST" , "406" , "4" ,
 "EAST" , "451" , "6" ,
 "EAST" , "452" , "4" ,
 "EAST" , "460" , "5" ,
 "EAST" , "461" , "6" ,
 "EAST" , "462" , "8" ,
 "EAST" , "463" , "5" ,
 "EAST" , "465" , "5" ,
 "EAST" , "466" , "7" ,
 "EAST" , "471" , "5" ,
 "EAST" , "472" , "2" ,
 "EAST" , "481" , "3" ,
 "EAST" , "482" , "3" ,
 "EAST" , "498" , "11" ,
 "EAST" , "499" , "4" ,
 "ECON" , "200" , "2" ,
 "ECON" , "201" , "3" ,
 "ECON" , "203" , "6" ,
 "ECON" , "221" , "12" ,
 "ECON" , "222" , "6" ,
 "ECON" , "251" , "6" ,
 "ECON" , "298" , "4" ,
 "ECON" , "301" , "10" ,
 "ECON" , "302" , "11" ,
 "ECON" , "303" , "5" ,
 "ECON" , "304" , "14" ,
 "ECON" , "311" , "4" ,
 "ECON" , "318" , "6" ,
 "ECON" , "319" , "6" ,
 "ECON" , "324" , "2" ,
 "ECON" , "325" , "9" ,
 "ECON" , "326" , "11" ,
 "ECON" , "330" , "5" ,
 "ECON" , "331" , "7" ,
 "ECON" , "332" , "7" ,
 "ECON" , "333" , "3" ,
 "ECON" , "337" , "8" ,
 "ECON" , "340" , "3" ,
 "ECON" , "361" , "3" ,
 "ECON" , "377" , "7" ,
 "ECON" , "379" , "1" ,
 "ECON" , "381" , "4" ,
 "ECON" , "391" , "5" ,
 "ECON" , "393" , "5" ,
 "ECON" , "398" , "6" ,
 "ECON" , "401" , "11" ,
 "ECON" , "403" , "10" ,
 "ECON" , "409" , "9" ,
 "ECON" , "413" , "7" ,
 "ECON" , "414" , "4" ,
 "ECON" , "421" , "11" ,
 "ECON" , "422" , "5" ,
 "ECON" , "423" , "4" ,
 "ECON" , "425" , "11" ,
 "ECON" , "430" , "7" ,
 "ECON" , "432" , "5" ,
 "ECON" , "433" , "8" ,
 "ECON" , "436" , "2" ,
 "ECON" , "437" , "8" ,
 "ECON" , "440" , "5" ,
 "ECON" , "442" , "8" ,
 "ECON" , "443" , "5" ,
 "ECON" , "461" , "12" ,
 "ECON" , "463" , "5" ,
 "ECON" , "464" , "9" ,
 "ECON" , "465" , "6" ,
 "ECON" , "481" , "2" ,
 "ECON" , "483" , "3" ,
 "ECON" , "485" , "3" ,
 "ECON" , "491" , "3" ,
 "ECON" , "493" , "9" ,
 "ECON" , "495" , "4" ,
 "ECON" , "496" , "9" ,
 "ECON" , "497" , "5" ,
 "ECON" , "498" , "4" ,
 "ECON" , "501" , "9" ,
 "ECON" , "503" , "9" ,
 "ECON" , "509" , "9" ,
 "ECON" , "513" , "2" ,
 "ECON" , "514" , "2" ,
 "ECON" , "521" , "6" ,
 "ECON" , "522" , "10" ,
 "ECON" , "523" , "6" ,
 "ECON" , "525" , "8" ,
 "ECON" , "532" , "6" ,
 "ECON" , "533" , "2" ,
 "ECON" , "536" , "5" ,
 "ECON" , "537" , "7" ,
 "ECON" , "542" , "3" ,
 "ECON" , "543" , "3" ,
 "ECON" , "561" , "1" ,
 "ECON" , "563" , "2" ,
 "ECON" , "564" , "5" ,
 "ECON" , "565" , "5" ,
 "ECON" , "581" , "7" ,
 "ECON" , "583" , "5" ,
 "ECON" , "585" , "6" ,
 "ECON" , "591" , "5" ,
 "ECON" , "593" , "6" ,
 "ECON" , "596" , "8" ,
 "ECON" , "597" , "6" ,
 "ECON" , "598" , "3" ,
 "ECON" , "612" , "5" ,
 "ECON" , "613" , "8" ,
 "ECON" , "614" , "15" ,
 "ECON" , "615" , "16" ,
 "ECON" , "616" , "6" ,
 "ECON" , "618" , "3" ,
 "ECON" , "623" , "6" ,
 "ECON" , "624" , "7" ,
 "ECON" , "642" , "7" ,
 "ECON" , "643" , "3" ,
 "ECON" , "658" , "5" ,
 "ECON" , "659" , "4" ,
 "ECON" , "662" , "5" ,
 "ECON" , "673" , "8" ,
 "ECON" , "677" , "9" ,
 "ECON" , "678" , "4" ,
 "ECON" , "680" , "10" ,
 "ECON" , "681" , "18" ,
 "ECON" , "682" , "5" ,
 "ECON" , "683" , "6" ,
 "ECON" , "694" , "4" ,
 "ECON" , "695" , "3" ,
 "ECON" , "695C" , "3" ,
 "ECON" , "698" , "2" ,
 "ECON" , "699" , "6" ,
 "ECON" , "703" , "4" ,
 "ECON" , "805" , "3" ,
 "ECON" , "806" , "3" ,
 "ECON" , "807" , "2" ,
 "EDUC" , "4" , "4" ,
 "EDUC" , "210" , "4" ,
 "EDUC" , "211" , "7" ,
 "EDUC" , "222" , "6" ,
 "EDUC" , "230" , "9" ,
 "EDUC" , "240" , "12" ,
 "EDUC" , "250" , "5" ,
 "EDUC" , "260" , "4" ,
 "EDUC" , "264" , "10" ,
 "EDUC" , "270" , "10" ,
 "EDUC" , "295" , "6" ,
 "EDUC" , "296" , "5" ,
 "EDUC" , "297" , "5" ,
 "EDUC" , "298" , "9" ,
 "EDUC" , "301" , "6" ,
 "EDUC" , "302" , "4" ,
 "EDUC" , "303" , "2" ,
 "EDUC" , "304" , "3" ,
 "EDUC" , "305" , "5" ,
 "EDUC" , "307" , "2" ,
 "EDUC" , "311" , "2" ,
 "EDUC" , "321" , "4" ,
 "EDUC" , "355" , "2" ,
 "EDUC" , "360" , "3" ,
 "EDUC" , "361" , "5" ,
 "EDUC" , "362" , "8" ,
 "EDUC" , "374" , "3" ,
 "EDUC" , "380" , "3" ,
 "EDUC" , "381" , "8" ,
 "EDUC" , "382" , "8" ,
 "EDUC" , "384" , "2" ,
 "EDUC" , "385" , "4" ,
 "EDUC" , "386" , "9" ,
 "EDUC" , "387" , "5" ,
 "EDUC" , "388" , "8" ,
 "EDUC" , "395" , "5" ,
 "EDUC" , "396" , "6" ,
 "EDUC" , "398" , "7" ,
 "EDUC" , "400" , "4" ,
 "EDUC" , "402" , "3" ,
 "EDUC" , "405" , "1" ,
 "EDUC" , "406" , "2" ,
 "EDUC" , "411" , "14" ,
 "EDUC" , "422" , "4" ,
 "EDUC" , "426" , "6" ,
 "EDUC" , "427" , "3" ,
 "EDUC" , "445" , "4" ,
 "EDUC" , "450" , "7" ,
 "EDUC" , "454" , "7" ,
 "EDUC" , "460" , "11" ,
 "EDUC" , "461" , "4" ,
 "EDUC" , "462" , "3" ,
 "EDUC" , "463" , "5" ,
 "EDUC" , "464" , "6" ,
 "EDUC" , "469" , "5" ,
 "EDUC" , "490" , "3" ,
 "EDUC" , "491" , "4" ,
 "EDUC" , "492" , "5" ,
 "EDUC" , "493" , "9" ,
 "EDUC" , "494" , "3" ,
 "EDUC" , "495" , "7" ,
 "EDUC" , "496" , "3" ,
 "EDUC" , "497" , "2" ,
 "EDUC" , "498" , "8" ,
 "EDUC" , "499" , "6" ,
 "EDUC" , "553" , "3" ,
 "EDUC" , "563" , "5" ,
 "EDUC" , "565" , "4" ,
 "EDUC" , "567" , "5" ,
 "EDUC" , "800" , "5" ,
 "EDUC" , "801" , "7" ,
 "EDUC" , "802" , "10" ,
 "EDUC" , "805" , "6" ,
 "EDUC" , "806" , "2" ,
 "EDUC" , "807" , "6" ,
 "EDUC" , "808" , "4" ,
 "EDUC" , "809" , "5" ,
 "EDUC" , "810" , "5" ,
 "EDUC" , "811" , "4" ,
 "EDUC" , "812" , "2" ,
 "EDUC" , "825" , "3" ,
 "EDUC" , "826" , "7" ,
 "EDUC" , "827" , "8" ,
 "EDUC" , "840" , "5" ,
 "EDUC" , "841" , "1" ,
 "EDUC" , "842" , "6" ,
 "EDUC" , "855" , "8" ,
 "EDUC" , "856" , "4" ,
 "EDUC" , "857" , "5" ,
 "EDUC" , "890" , "5" ,
 "EDUC" , "891" , "5" ,
 "EDUC" , "895" , "4" ,
 "EDUZ" , "230" , "9" ,
 "ELEC" , "242" , "13" ,
 "ELEC" , "251" , "8" ,
 "ELEC" , "264" , "8" ,
 "ELEC" , "273" , "8" ,
 "ELEC" , "275" , "18" ,
 "ELEC" , "311" , "9" ,
 "ELEC" , "312" , "11" ,
 "ELEC" , "321" , "18" ,
 "ELEC" , "331" , "15" ,
 "ELEC" , "342" , "14" ,
 "ELEC" , "351" , "14" ,
 "ELEC" , "353" , "6" ,
 "ELEC" , "363" , "8" ,
 "ELEC" , "364" , "13" ,
 "ELEC" , "365" , "4" ,
 "ELEC" , "367" , "31" ,
 "ELEC" , "372" , "18" ,
 "ELEC" , "390" , "11" ,
 "ELEC" , "413" , "9" ,
 "ELEC" , "421" , "8" ,
 "ELEC" , "422" , "10" ,
 "ELEC" , "423" , "8" ,
 "ELEC" , "424" , "14" ,
 "ELEC" , "425" , "9" ,
 "ELEC" , "430" , "8" ,
 "ELEC" , "431" , "10" ,
 "ELEC" , "432" , "11" ,
 "ELEC" , "433" , "8" ,
 "ELEC" , "434" , "13" ,
 "ELEC" , "435" , "9" ,
 "ELEC" , "436" , "15" ,
 "ELEC" , "437" , "12" ,
 "ELEC" , "438" , "12" ,
 "ELEC" , "439" , "5" ,
 "ELEC" , "440" , "9" ,
 "ELEC" , "441" , "7" ,
 "ELEC" , "442" , "8" ,
 "ELEC" , "444" , "6" ,
 "ELEC" , "445" , "2" ,
 "ELEC" , "453" , "7" ,
 "ELEC" , "456" , "9" ,
 "ELEC" , "457" , "6" ,
 "ELEC" , "458" , "4" ,
 "ELEC" , "462" , "21" ,
 "ELEC" , "463" , "11" ,
 "ELEC" , "464" , "5" ,
 "ELEC" , "465" , "9" ,
 "ELEC" , "466" , "8" ,
 "ELEC" , "470" , "4" ,
 "ELEC" , "472" , "17" ,
 "ELEC" , "473" , "6" ,
 "ELEC" , "481" , "6" ,
 "ELEC" , "482" , "11" ,
 "ELEC" , "483" , "12" ,
 "ELEC" , "490" , "3" ,
 "ELEC" , "498" , "3" ,
 "ELEC" , "690" , "4" ,
 "ELEC" , "691" , "15" ,
 "ELEC" , "692" , "6" ,
 "ELEC" , "790" , "3" ,
 "ELEC" , "791" , "10" ,
 "ELEC" , "6041" , "2" ,
 "ELEC" , "6051" , "6" ,
 "ELEC" , "6061" , "4" ,
 "ELEC" , "6071" , "4" ,
 "ELEC" , "6081" , "7" ,
 "ELEC" , "6091" , "8" ,
 "ELEC" , "6131" , "6" ,
 "ELEC" , "6141" , "5" ,
 "ELEC" , "6151" , "3" ,
 "ELEC" , "6171" , "9" ,
 "ELEC" , "6181" , "6" ,
 "ELEC" , "6221" , "5" ,
 "ELEC" , "6231" , "5" ,
